product,type,fired at (UTC),change %,old,new,delivery,delivery error
Lenovo LOQ - i5,offer_change,2026-07-18T14:24:09.488Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Bank offers — ₹ 4,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}]}","{""added"":[{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1954 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1954 off""}],""price"":97690,""offers"":[{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1954 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 4,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1954 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}],""removed"":[]}",delivered,
Lenovo LOQ - i5,price_change,2026-07-18T14:24:09.488Z,-0.77,"{""price"":98448}","{""price"":97690}",delivered,
Redmi A7 Pro,offer_change,2026-07-18T14:53:58.663Z,,"{""offers"":[{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Amazon Pay Later. .""},{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Bajaj Finserv EMI.""},{""type"":""no_cost_emi"",""description"":""Upto ₹409.71 EMI interest savings on select Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}]}","{""added"":[{""type"":""no_cost_emi"",""description"":""Upto ₹365.18 EMI interest savings on HDFC Bank Debit Cards""}],""price"":13999,""offers"":[{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Amazon Pay Later. .""},{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Bajaj Finserv EMI.""},{""type"":""no_cost_emi"",""description"":""Upto ₹365.18 EMI interest savings on HDFC Bank Debit Cards""},{""type"":""no_cost_emi"",""description"":""Upto ₹409.71 EMI interest savings on select Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""removed"":[]}",delivered,
Lenovo LOQ - i5,offer_change,2026-07-18T14:56:13.771Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1954 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 4,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1954 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}]}","{""added"":[],""price"":98448,""offers"":[{""type"":""bank_offer"",""description"":""Bank offers — ₹ 4,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}],""removed"":[{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1954 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1954 off""}]}",delivered,
Lenovo LOQ - i5,price_change,2026-07-18T14:56:13.771Z,0.78,"{""price"":97690}","{""price"":98448}",delivered,
Dell G15,offer_change,2026-07-18T15:25:55.557Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Additional flat INR 500 Instant Discount on PNB Bank Credit Card on Non-EMI Trxn. Min purchase value INR 14990""},{""type"":""bank_offer"",""description"":""Flat INR 300 Instant Discount on Punjab National Bank Credit Card Non-EMI Trxn. Minimum purchase value INR 4990""},{""type"":""no_cost_emi"",""description"":""Upto ₹2,476.38 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹2,849.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}]}","{""added"":[{""type"":""bank_offer"",""description"":""5% Instant Discount up to INR 3000 on Yes Bank Credit Card EMI Trxn. Minimum purchase value INR 4990""}],""price"":94990,""offers"":[{""type"":""bank_offer"",""description"":""5% Instant Discount up to INR 3000 on Yes Bank Credit Card EMI Trxn. Minimum purchase value INR 4990""},{""type"":""bank_offer"",""description"":""Additional flat INR 500 Instant Discount on PNB Bank Credit Card on Non-EMI Trxn. Min purchase value INR 14990""},{""type"":""bank_offer"",""description"":""Flat INR 300 Instant Discount on Punjab National Bank Credit Card Non-EMI Trxn. Minimum purchase value INR 4990""},{""type"":""no_cost_emi"",""description"":""Upto ₹2,476.38 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹2,849.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""removed"":[]}",delivered,
Asus Vivobook 15,price_change,2026-07-18T15:48:13.875Z,10.64,"{""price"":46990}","{""price"":51990}",delivered,
Asus Vivobook 15,offer_change,2026-07-18T15:48:13.875Z,,"{""offers"":[]}","{""added"":[{""type"":""bank_offer"",""description"":""Additional flat INR 500 Instant Discount on PNB Bank Credit Card on Non-EMI Trxn. Min purchase value INR 14990""},{""type"":""bank_offer"",""description"":""Flat INR 300 Instant Discount on Punjab National Bank Credit Card Non-EMI Trxn. Minimum purchase value INR 4990""},{""type"":""no_cost_emi"",""description"":""Upto ₹1,355.37 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹1,559.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""price"":51990,""offers"":[{""type"":""bank_offer"",""description"":""Additional flat INR 500 Instant Discount on PNB Bank Credit Card on Non-EMI Trxn. Min purchase value INR 14990""},{""type"":""bank_offer"",""description"":""Flat INR 300 Instant Discount on Punjab National Bank Credit Card Non-EMI Trxn. Minimum purchase value INR 4990""},{""type"":""no_cost_emi"",""description"":""Upto ₹1,355.37 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹1,559.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""removed"":[]}",delivered,
Asus Vivobook 15,back_in_stock,2026-07-18T15:48:13.875Z,,"{""stockStatus"":""out_of_stock""}","{""price"":51990,""stockStatus"":""in_stock""}",delivered,
Lenovo IdeaPad - i7,offer_change,2026-07-18T16:03:37.128Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Additional flat INR 500 Instant Discount on PNB Bank Credit Card on Non-EMI Trxn. Min purchase value INR 14990""},{""type"":""bank_offer"",""description"":""Flat INR 300 Instant Discount on Punjab National Bank Credit Card Non-EMI Trxn. Minimum purchase value INR 4990""},{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Bajaj Finserv EMI.""},{""type"":""cashback"",""description"":""Upto ₹2,459.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""no_cost_emi"",""description"":""Upto ₹3,694.13 EMI interest savings on HDFC Bank Debit Cards""},{""type"":""no_cost_emi"",""description"":""Upto ₹3,916.52 EMI interest savings on select Credit Cards""}]}","{""added"":[{""type"":""bank_offer"",""description"":""5% Instant Discount up to INR 3000 on Yes Bank Credit Card EMI Trxn. Minimum purchase value INR 4990""}],""price"":81990,""offers"":[{""type"":""bank_offer"",""description"":""5% Instant Discount up to INR 3000 on Yes Bank Credit Card EMI Trxn. Minimum purchase value INR 4990""},{""type"":""bank_offer"",""description"":""Additional flat INR 500 Instant Discount on PNB Bank Credit Card on Non-EMI Trxn. Min purchase value INR 14990""},{""type"":""bank_offer"",""description"":""Flat INR 300 Instant Discount on Punjab National Bank Credit Card Non-EMI Trxn. Minimum purchase value INR 4990""},{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Bajaj Finserv EMI.""},{""type"":""cashback"",""description"":""Upto ₹2,459.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""no_cost_emi"",""description"":""Upto ₹3,694.13 EMI interest savings on HDFC Bank Debit Cards""},{""type"":""no_cost_emi"",""description"":""Upto ₹3,916.52 EMI interest savings on select Credit Cards""}],""removed"":[]}",delivered,
HP Snapdragon X,offer_change,2026-07-18T16:16:14.177Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Additional flat INR 500 Instant Discount on PNB Bank Credit Card on Non-EMI Trxn. Min purchase value INR 14990""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Axis Bank Credit Card EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Bank of Baroda Credit Card EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Bank of Baroda Credit Card Non-EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on HDFC Bank Credit Card 6 Months and Above EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on HDFC Bank Credit Card Non-EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on HSBC Bank Credit Card 6 Months and Above EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on ICICI Bank (Excluding Amazon Pay ICICI Bank Credit Card) Credit Card EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on ICICI Bank (Excluding Amazon Pay ICICI Bank Credit Card) Credit Card Non-EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on IDFC Bank Credit Card EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on IDFC Bank Credit Card Non-EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Kotak Bank Credit Card EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Kotak Bank Credit Card Non-EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on OneCard Credit Card EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on OneCard Credit Card Non-EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on SBI Bank Credit Card EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Yes Bank Credit Card EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Yes Bank Credit Card Non-EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Flat INR 300 Instant Discount on Punjab National Bank Credit Card Non-EMI Trxn. Minimum purchase value INR 4990""},{""type"":""bank_offer"",""description"":""Flat INR 5000 Instant Discount on Axis Bank Credit Card Non-EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Flat INR 5000 Instant Discount on SBI Bank Credit Card Non-EMI TXN. Minimum purchase value INR 15000""},{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Amazon Pay Later. .""},{""type"":""cashback"",""description"":""Upto ₹2,399.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""no_cost_emi"",""description"":""Upto ₹5,082.02 EMI interest savings on HDFC Bank Debit Cards""},{""type"":""no_cost_emi"",""description"":""Upto ₹5,383.69 EMI interest savings on select Credit Cards""}]}","{""added"":[{""type"":""bank_offer"",""description"":""5% Instant Discount up to INR 3000 on Yes Bank Credit Card EMI Trxn. Minimum purchase value INR 4990""}],""price"":79990,""offers"":[{""type"":""bank_offer"",""description"":""5% Instant Discount up to INR 3000 on Yes Bank Credit Card EMI Trxn. Minimum purchase value INR 4990""},{""type"":""bank_offer"",""description"":""Additional flat INR 500 Instant Discount on PNB Bank Credit Card on Non-EMI Trxn. Min purchase value INR 14990""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Axis Bank Credit Card EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Bank of Baroda Credit Card EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Bank of Baroda Credit Card Non-EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on HDFC Bank Credit Card 6 Months and Above EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on HDFC Bank Credit Card Non-EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on HSBC Bank Credit Card 6 Months and Above EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on ICICI Bank (Excluding Amazon Pay ICICI Bank Credit Card) Credit Card EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on ICICI Bank (Excluding Amazon Pay ICICI Bank Credit Card) Credit Card Non-EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on IDFC Bank Credit Card EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on IDFC Bank Credit Card Non-EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Kotak Bank Credit Card EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Kotak Bank Credit Card Non-EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on OneCard Credit Card EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on OneCard Credit Card Non-EMI Txn. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on SBI Bank Credit Card EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Yes Bank Credit Card EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Additional Flat INR 5000 Instant Discount on Yes Bank Credit Card Non-EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Flat INR 300 Instant Discount on Punjab National Bank Credit Card Non-EMI Trxn. Minimum purchase value INR 4990""},{""type"":""bank_offer"",""description"":""Flat INR 5000 Instant Discount on Axis Bank Credit Card Non-EMI TXN. Minimum purchase value INR 15000""},{""type"":""bank_offer"",""description"":""Flat INR 5000 Instant Discount on SBI Bank Credit Card Non-EMI TXN. Minimum purchase value INR 15000""},{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Amazon Pay Later. .""},{""type"":""cashback"",""description"":""Upto ₹2,399.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""no_cost_emi"",""description"":""Upto ₹5,082.02 EMI interest savings on HDFC Bank Debit Cards""},{""type"":""no_cost_emi"",""description"":""Upto ₹5,383.69 EMI interest savings on select Credit Cards""}],""removed"":[]}",delivered,
Asus Vivobook 15,offer_change,2026-07-18T16:16:24.755Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Additional flat INR 500 Instant Discount on PNB Bank Credit Card on Non-EMI Trxn. Min purchase value INR 14990""},{""type"":""bank_offer"",""description"":""Flat INR 300 Instant Discount on Punjab National Bank Credit Card Non-EMI Trxn. Minimum purchase value INR 4990""},{""type"":""no_cost_emi"",""description"":""Upto ₹1,355.37 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹1,559.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}]}","{""added"":[{""type"":""bank_offer"",""description"":""5% Instant Discount up to INR 3000 on Yes Bank Credit Card EMI Trxn. Minimum purchase value INR 4990""}],""price"":51990,""offers"":[{""type"":""bank_offer"",""description"":""5% Instant Discount up to INR 3000 on Yes Bank Credit Card EMI Trxn. Minimum purchase value INR 4990""},{""type"":""bank_offer"",""description"":""Additional flat INR 500 Instant Discount on PNB Bank Credit Card on Non-EMI Trxn. Min purchase value INR 14990""},{""type"":""bank_offer"",""description"":""Flat INR 300 Instant Discount on Punjab National Bank Credit Card Non-EMI Trxn. Minimum purchase value INR 4990""},{""type"":""no_cost_emi"",""description"":""Upto ₹1,355.37 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹1,559.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""removed"":[]}",delivered,
Lenovo LOQ - i5,price_change,2026-07-18T16:25:18.464Z,-0.77,"{""price"":98448}","{""price"":97690}",delivered,
Lenovo LOQ - i5,offer_change,2026-07-18T16:25:18.464Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Bank offers — ₹ 4,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}]}","{""added"":[{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1954 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1954 off""}],""price"":97690,""offers"":[{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 1954 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 4,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Cashback — ₹ 750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 1954 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Cashback — ₹ 4000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""}],""removed"":[]}",delivered,
Redmi A7 Pro,offer_change,2026-07-18T16:33:12.887Z,,"{""offers"":[{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Amazon Pay Later. .""},{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Bajaj Finserv EMI.""},{""type"":""no_cost_emi"",""description"":""Upto ₹365.18 EMI interest savings on HDFC Bank Debit Cards""},{""type"":""no_cost_emi"",""description"":""Upto ₹409.71 EMI interest savings on select Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}]}","{""added"":[],""price"":13999,""offers"":[{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Amazon Pay Later. .""},{""type"":""no_cost_emi"",""description"":""No Cost EMI available on Bajaj Finserv EMI.""},{""type"":""no_cost_emi"",""description"":""Upto ₹409.71 EMI interest savings on select Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹419.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""removed"":[{""type"":""no_cost_emi"",""description"":""Upto ₹365.18 EMI interest savings on HDFC Bank Debit Cards""}]}",delivered,
Asus Vivobook 15,offer_change,2026-07-18T16:45:35.034Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""5% Instant Discount up to INR 3000 on Yes Bank Credit Card EMI Trxn. Minimum purchase value INR 4990""},{""type"":""bank_offer"",""description"":""Additional flat INR 500 Instant Discount on PNB Bank Credit Card on Non-EMI Trxn. Min purchase value INR 14990""},{""type"":""bank_offer"",""description"":""Flat INR 300 Instant Discount on Punjab National Bank Credit Card Non-EMI Trxn. Minimum purchase value INR 4990""},{""type"":""no_cost_emi"",""description"":""Upto ₹1,355.37 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹1,559.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}]}","{""added"":[],""price"":null,""offers"":[],""removed"":[{""type"":""bank_offer"",""description"":""5% Instant Discount up to INR 3000 on Yes Bank Credit Card EMI Trxn. Minimum purchase value INR 4990""},{""type"":""bank_offer"",""description"":""Additional flat INR 500 Instant Discount on PNB Bank Credit Card on Non-EMI Trxn. Min purchase value INR 14990""},{""type"":""bank_offer"",""description"":""Flat INR 300 Instant Discount on Punjab National Bank Credit Card Non-EMI Trxn. Minimum purchase value INR 4990""},{""type"":""no_cost_emi"",""description"":""Upto ₹1,355.37 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""cashback"",""description"":""Upto ₹1,559.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}]}",delivered,
HP Victus - Ryzen 7,offer_change,2026-07-18T16:59:16.052Z,,"{""offers"":[{""type"":""other"",""description"":""Axis — Credit, Debit — ₹ 3000 off""},{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 2000 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 7,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Includes cashback — ₹ 7000 off""},{""type"":""other"",""description"":""Flipkart Axis — Credit, Debit — ₹ 3000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Includes cashback — ₹ 3750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 2000 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Includes cashback — ₹ 7000 off""},{""type"":""other"",""description"":""Flipkart SBI — Credit, Debit — ₹ 3000 off""},{""type"":""other"",""description"":""HDFC — Credit, Debit — ₹ 3000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""},{""type"":""other"",""description"":""SBI — Credit, Debit — ₹ 3000 off""}]}","{""added"":[],""price"":119990,""offers"":[],""removed"":[{""type"":""other"",""description"":""Axis — Credit, Debit — ₹ 3000 off""},{""type"":""bank_offer"",""description"":""Bajaj Finserv — Credit Card — ₹ 2000 off""},{""type"":""bank_offer"",""description"":""Bank offers — ₹ 7,000 off""},{""type"":""cashback"",""description"":""BHIM — UPI • Cashback — ₹ 75 off""},{""type"":""bank_offer"",""description"":""Canara — Credit Card — ₹ 1250 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Credit Card • Includes cashback — ₹ 7000 off""},{""type"":""other"",""description"":""Flipkart Axis — Credit, Debit — ₹ 3000 off""},{""type"":""cashback"",""description"":""Flipkart Axis — Debit Card • Includes cashback — ₹ 3750 off""},{""type"":""bank_offer"",""description"":""Flipkart Bajaj Finserv — Credit Card — ₹ 2000 off""},{""type"":""cashback"",""description"":""Flipkart SBI — Credit Card • Includes cashback — ₹ 7000 off""},{""type"":""other"",""description"":""Flipkart SBI — Credit, Debit — ₹ 3000 off""},{""type"":""other"",""description"":""HDFC — Credit, Debit — ₹ 3000 off""},{""type"":""cashback"",""description"":""Mobikwik — UPI • Cashback — ₹ 50 off""},{""type"":""cashback"",""description"":""Paytm — UPI • Cashback — ₹ 50 off""},{""type"":""other"",""description"":""SBI — Credit, Debit — ₹ 3000 off""}]}",delivered,
